ISO_Code,Continent,Country_Name,Year,Infant_Deaths,Total_Population,Number_Births,Life_Expectancy,Infant_Mortality_Rate,Population_Growth,GDP_Per_Capita_GR,GDP_Per_Captia,Covid_Cases,% Population using Basic Saniation,Pre_Covid
RUS,Europe,Russian Federation,2019,8562,145742286.5,1486730,73.9332,0.58%,0.06%,2.21%,11536.25098,None,89.12524936,Y
HUN,Europe,Hungary,2020,306,9750572.5,92544,75.7297,0.33%,-0.22%,-3.94%,16075.97327,322514,97.9837035,N
RWA,Africa,Rwanda,2016,12597,11930899.5,377835,65.7373,3.33%,None,N/A,744.7943858,None,65.41229063,Y
RWA,Africa,Rwanda,2017,12495,12230339,384173,65.9409,3.25%,2.51%,3.69%,772.2948846,None,66.57384221,Y
RWA,Africa,Rwanda,2018,12367,12531807.5,390707,66.2505,3.17%,2.46%,1.49%,783.8127901,None,67.72336771,Y
RWA,Africa,Rwanda,2019,12148,12835028,395247,66.437,3.07%,2.42%,4.64%,820.1772393,None,68.8599242,Y
BTN,Asia,Bhutan,2020,299,772506,9770,71.6094,3.06%,0.66%,-7.27%,107706.0398,670,76.50655402,N
REU,Africa,R??union,2016,#N/A,926627.5,15118,81.5031,#N/A,None,N/A,57162.96801,None,#N/A,Y
REU,Africa,R??union,2017,#N/A,932739,14885,81.7273,#N/A,0.66%,3.43%,59124.86727,None,#N/A,Y
REU,Africa,R??union,2018,#N/A,941186.5,14534,81.7661,#N/A,0.91%,11.47%,65907.94843,None,#N/A,Y
REU,Africa,R??union,2019,#N/A,949419.5,14353,82.0621,#N/A,0.87%,-5.80%,62087.97413,None,#N/A,Y
ALB,Europe,Albania,2020,290,2866848.5,29535,76.9893,0.98%,-0.24%,-3.83%,1709.764129,58316,99.29879315,N
BLM,South America,Saint Barth??lemy,2016,#N/A,9842.5,76,79.6338,#N/A,None,N/A,744.7943858,None,#N/A,Y
BLM,South America,Saint Barth??lemy,2017,#N/A,10044.5,75,78.4512,#N/A,2.05%,3.69%,772.2948846,None,#N/A,Y
BLM,South America,Saint Barth??lemy,2018,#N/A,10258,78,79.9223,#N/A,2.13%,1.49%,783.8127901,None,#N/A,Y
BLM,South America,Saint Barth??lemy,2019,#N/A,10480.5,82,80.0664,#N/A,2.17%,4.64%,820.1772393,None,#N/A,Y
GRC,Europe,Greece,2020,277,10512232,81073,80.9092,0.34%,-0.58%,-1.24%,66320.6792,138850,98.99374813,N
SHN,Africa,"Saint Helena, Ascension and Tristan da Cunha",2016,#N/A,5510,46,75.8071,#N/A,None,N/A,744.7943858,None,#N/A,Y
SHN,Africa,"Saint Helena, Ascension and Tristan da Cunha",2017,#N/A,5495,46,76.3122,#N/A,-0.27%,3.69%,772.2948846,None,#N/A,Y
SHN,Africa,"Saint Helena, Ascension and Tristan da Cunha",2018,#N/A,5472,45,76.3699,#N/A,-0.42%,1.49%,783.8127901,None,#N/A,Y
SHN,Africa,"Saint Helena, Ascension and Tristan da Cunha",2019,#N/A,5446.5,44,76.7204,#N/A,-0.47%,4.64%,820.1772393,None,#N/A,Y
AUT,Europe,Austria,2020,265,8907777,83345,81.5036,0.32%,0.31%,-3.04%,48588.65938,356063,99.97260464,N
KNA,North America,Saint Kitts and Nevis,2016,10,47787.5,644,71.7405,1.55%,None,N/A,744.7943858,None,94.95359452,Y
KNA,North America,Saint Kitts and Nevis,2017,10,47785.5,633,71.8399,1.58%,0.00%,3.69%,772.2948846,None,94.95359452,Y
KNA,North America,Saint Kitts and Nevis,2018,9,47761,619,71.4671,1.45%,-0.05%,1.49%,783.8127901,None,0,Y
KNA,North America,Saint Kitts and Nevis,2019,9,47711.5,607,71.5717,1.48%,-0.10%,4.64%,820.1772393,None,0,Y
SVK,Europe,Slovakia,2020,262,5456680.5,55730,77.0054,0.47%,0.05%,-4.63%,45515.7577,274603,97.53262546,N
LCA,North America,Saint Lucia,2016,44,176413.5,2157,73.1116,2.04%,None,N/A,744.7943858,None,83.10351791,Y
LCA,North America,Saint Lucia,2017,45,177163.5,2146,73.1275,2.10%,0.43%,3.69%,772.2948846,None,83.25699604,Y
LCA,North America,Saint Lucia,2018,46,177888,2132,73.3569,2.16%,0.41%,1.49%,783.8127901,None,83.375995,Y
LCA,North America,Saint Lucia,2019,47,178583.5,2113,73.4449,2.22%,0.39%,4.64%,820.1772393,None,83.37231796,Y
SWE,Europe,Sweden,2020,257,10368969.5,112361,82.4274,0.23%,0.98%,0.69%,52300.2062,437379,99.2862251,N
MAF,North America,Saint Martin (French part),2016,#N/A,34811,631,79.4752,#N/A,None,N/A,744.7943858,None,99.88218272,Y
MAF,North America,Saint Martin (French part),2017,#N/A,34496.5,609,78.5898,#N/A,-0.90%,3.69%,772.2948846,None,99.94998862,Y
MAF,North America,Saint Martin (French part),2018,#N/A,33851.5,589,80.6137,#N/A,-1.87%,1.49%,783.8127901,None,100,Y
MAF,North America,Saint Martin (French part),2019,#N/A,33121.5,554,79.9834,#N/A,-2.16%,4.64%,820.1772393,None,100,Y
TTO,North America,Trinidad and Tobago,2020,256,1518147,18119,74.4056,1.41%,-0.12%,-10.73%,15285.94049,7150,93.91521101,N
SPM,North America,Saint Pierre and Miquelon,2016,#N/A,5965,45,77.0677,#N/A,None,N/A,744.7943858,None,#N/A,Y
SPM,North America,Saint Pierre and Miquelon,2017,#N/A,5957,45,77.0757,#N/A,-0.13%,3.69%,772.2948846,None,#N/A,Y
SPM,North America,Saint Pierre and Miquelon,2018,#N/A,5944.5,45,77.0962,#N/A,-0.21%,1.49%,783.8127901,None,#N/A,Y
SPM,North America,Saint Pierre and Miquelon,2019,#N/A,5925,44,77.1057,#N/A,-0.33%,4.64%,820.1772393,None,#N/A,Y
CZE,Europe,Czechia,2020,253,10530953.5,107036,78.5746,0.24%,-0.06%,-3.07%,22933.49959,718661,99.13349732,N
VCT,North America,Saint Vincent and the Grenadines,2016,24,105962.5,1616,74.2799,1.49%,None,N/A,744.7943858,None,87.1843449,Y
VCT,North America,Saint Vincent and the Grenadines,2017,23,105548.5,1512,74.3052,1.52%,-0.39%,3.69%,772.2948846,None,87.1843449,Y
VCT,North America,Saint Vincent and the Grenadines,2018,22,105280.5,1448,74.1279,1.52%,-0.25%,1.49%,783.8127901,None,87.1843449,Y
VCT,North America,Saint Vincent and the Grenadines,2019,21,104923.5,1405,72.8347,1.49%,-0.34%,4.64%,820.1772393,None,0,Y
URY,South America,Uruguay,2020,252,3429086.5,35457,78.4298,0.71%,0.02%,-12.83%,15418.81531,19119,98.05452933,N
WSM,Oceania,Samoa,2016,77,205544,5990,72.5397,1.29%,None,N/A,744.7943858,None,96.42890313,Y
WSM,Oceania,Samoa,2017,75,207629.5,5974,72.59,1.26%,1.01%,3.69%,772.2948846,None,96.59415938,Y
WSM,Oceania,Samoa,2018,73,209701,5957,72.6358,1.23%,1.00%,1.49%,783.8127901,None,96.75969164,Y
WSM,Oceania,Samoa,2019,71,211905.5,5946,72.1572,1.19%,1.05%,4.64%,820.1772393,None,96.76295103,Y
BLR,Europe,Belarus,2020,238,9633740.5,91163,72.5132,0.26%,-0.42%,-27.18%,24665.09683,194284,97.90431818,N
SMR,Europe,San Marino,2016,0,33834,231,82.9726,0.00%,None,N/A,744.7943858,None,100,Y
SMR,Europe,San Marino,2017,0,34056.5,209,82.9161,0.00%,0.66%,3.69%,772.2948846,None,100,Y
SMR,Europe,San Marino,2018,0,34156,210,82.9479,0.00%,0.29%,1.49%,783.8127901,None,100,Y
SMR,Europe,San Marino,2019,0,34177.5,209,82.9863,0.00%,0.06%,4.64%,820.1772393,None,100,Y
NZL,Oceania,New Zealand,2020,234,5061133.5,63130,82.7419,0.37%,2.06%,-6.18%,20182.5845,2162,100.0000013,N
STP,Africa,Sao Tome and Principe,2016,111,204632.5,6494,67.4917,1.71%,None,N/A,744.7943858,None,41.9869465,Y
STP,Africa,Sao Tome and Principe,2017,102,208036.5,6352,68.2666,1.61%,1.66%,3.69%,772.2948846,None,43.39640287,Y
STP,Africa,Sao Tome and Principe,2018,95,211344,6268,68.3549,1.52%,1.59%,1.49%,783.8127901,None,44.80527366,Y
STP,Africa,Sao Tome and Principe,2019,90,214599,6230,68.5231,1.44%,1.54%,4.64%,820.1772393,None,46.21350475,Y
PRT,Europe,Portugal,2020,215,10298191.5,82935,81.0545,0.26%,0.08%,-6.18%,20182.5845,413678,99.60414613,N
SAU,Asia,Saudi Arabia,2016,4468,33416269.5,632305,77.0643,0.71%,None,N/A,19878.76817,None,99.85694947,Y
SAU,Asia,Saudi Arabia,2017,4190,34193121.5,643748,77.1605,0.65%,2.32%,4.65%,20802.46179,None,99.95848902,Y
SAU,Asia,Saudi Arabia,2018,3939,35018133,652649,77.2115,0.60%,2.41%,16.47%,24228.83904,None,100,Y
SAU,Asia,Saudi Arabia,2019,3715,35827362,658884,77.3036,0.56%,2.31%,-3.21%,23450.56202,None,100,Y
DNK,Europe,Denmark,2020,196,5825641,61396,81.5449,0.32%,0.51%,-3.07%,22933.49959,163479,99.59722947,N
SEN,Africa,Senegal,2016,17659,14751356.5,511960,67.4969,3.45%,None,N/A,1269.903294,None,53.01224707,Y
SEN,Africa,Senegal,2017,17158,15157793,519212,67.7503,3.30%,2.76%,7.23%,1361.701972,None,53.96076061,Y
SEN,Africa,Senegal,2018,16712,15574909,529314,68.0966,3.16%,2.75%,7.08%,1458.081584,None,54.90449848,Y
SEN,Africa,Senegal,2019,16306,16000781.5,535968,68.5258,3.04%,2.73%,-1.53%,1435.830367,None,55.84328428,Y
MUS,Africa,Mauritius,2020,188,1297827.5,13462,74.3306,1.40%,0.12%,-6.18%,20182.5845,527,0,N
SRB,Europe,Serbia,2016,444,7493288,70071,76.2609,0.63%,None,N/A,43828.23155,None,97.63179326,Y
SRB,Europe,Serbia,2017,428,7464880,70179,76.213,0.61%,-0.38%,3.58%,45399.02898,None,97.8160395,Y
SRB,Europe,Serbia,2018,417,7433818,69380,76.5115,0.60%,-0.42%,7.92%,48996.59299,None,97.89639382,Y
SRB,Europe,Serbia,2019,407,7401055.5,69672,76.704,0.58%,-0.44%,-2.59%,47727.13489,None,97.89702613,Y
VUT,Oceania,Vanuatu,2020,185,311685,9336,70.2995,1.98%,2.39%,-6.50%,2919.8368,1,52.70704482,N
SYC,Africa,Seychelles,2016,21,100508.5,1746,73.6425,1.20%,None,N/A,43828.23155,None,100,Y
SYC,Africa,Seychelles,2017,21,101810.5,1764,73.8027,1.19%,1.30%,3.58%,45399.02898,None,100,Y
SYC,Africa,Seychelles,2018,20,103101,1735,73.9529,1.15%,1.27%,7.92%,48996.59299,None,100,Y
SYC,Africa,Seychelles,2019,20,104372.5,1704,74.169,1.17%,1.23%,-2.59%,47727.13489,None,100,Y
SUR,South America,Suriname,2020,166,607065,11100,72.5615,1.50%,1.13%,-1.75%,25489.50023,6210,89.95421143,N
SLE,Africa,Sierra Leone,2016,22308,7493913,254816,58.4045,8.75%,None,N/A,43828.23155,None,15.21635487,Y
SLE,Africa,Sierra Leone,2017,21826,7677565.5,257718,58.6517,8.47%,2.45%,3.58%,45399.02898,None,15.53766011,Y
SLE,Africa,Sierra Leone,2018,21346,7861281,260265,59.7959,8.20%,2.39%,7.92%,48996.59299,None,15.86048135,Y
SLE,Africa,Sierra Leone,2019,20849,8046828.5,261970,60.2549,7.96%,2.36%,-2.59%,47727.13489,None,16.18453117,Y
IRL,Europe,Ireland,2020,157,4946119,59670,82.4699,0.26%,1.02%,0.50%,1175.586605,91779,91.33736508,N
SGP,Asia,Singapore,2016,112,5711933,42370,83.0001,0.26%,None,N/A,43828.23155,None,100,Y
SGP,Asia,Singapore,2017,109,5764487,40318,83.2236,0.27%,0.92%,3.58%,45399.02898,None,100,Y
SGP,Asia,Singapore,2018,105,5814536.5,39753,83.4576,0.26%,0.87%,7.92%,48996.59299,None,100,Y
SGP,Asia,Singapore,2019,99,5866405,40247,83.7584,0.25%,0.89%,-2.59%,47727.13489,None,100,Y
HRV,Europe,Croatia,2020,138,4096869.5,35757,77.9845,0.39%,-0.80%,-6.74%,85346.76195,210837,96.56523542,N
SXM,North America,Sint Maarten,2016,#N/A,41346,209,76.5978,#N/A,None,N/A,43828.23155,None,98.78102656,Y
SXM,North America,Sint Maarten,2017,#N/A,41882.5,229,75.0297,#N/A,1.30%,3.58%,45399.02898,None,98.78102656,Y
SXM,North America,Sint Maarten,2018,#N/A,42246.5,269,75.1311,#N/A,0.87%,7.92%,48996.59299,None,0,Y
SXM,North America,Sint Maarten,2019,#N/A,42980,293,75.4366,#N/A,1.74%,-2.59%,47727.13489,None,0,Y
QAT,Asia,Qatar,2020,131,2760385,30968,79.0987,0.42%,-1.67%,-19.27%,50124.38594,143834,100,N
SVK,Europe,Slovakia,2016,287,5431203.5,57494,77.2146,0.50%,None,N/A,43828.23155,None,97.52625411,Y
SVK,Europe,Slovakia,2017,282,5439416.5,57893,77.219,0.49%,0.15%,3.58%,45399.02898,None,97.53239977,Y
SVK,Europe,Slovakia,2018,276,5446745.5,57576,77.264,0.48%,0.13%,7.92%,48996.59299,None,97.53177272,Y
SVK,Europe,Slovakia,2019,269,5453924,57020,77.6851,0.47%,0.13%,-2.59%,47727.13489,None,97.53184793,Y
BIH,Europe,Bosnia and Herzegovina,2020,128,3318407.5,28685,76.2254,0.45%,-1.26%,-11.66%,3137.989617,110985,0,N
SVN,Europe,Slovenia,2016,42,2090020,20894,81.1577,0.20%,None,N/A,43828.23155,None,98.06218826,Y
SVN,Europe,Slovenia,2017,40,2098392,20834,81.0714,0.19%,0.40%,3.58%,45399.02898,None,98.07159016,Y
SVN,Europe,Slovenia,2018,38,2105924,20231,81.3581,0.19%,0.36%,7.92%,48996.59299,None,98.08099205,Y
SVN,Europe,Slovenia,2019,36,2112901.5,19865,81.6042,0.18%,0.33%,-2.59%,47727.13489,None,98.09039395,Y
BHR,Asia,Bahrain,2020,127,1477469,18949,79.1735,0.67%,-1.12%,-13.36%,20406.50233,92675,100,N
SLB,Oceania,Solomon Islands,2016,382,628102,20365,69.8007,1.88%,None,N/A,43828.23155,None,32.75394007,Y
SLB,Oceania,Solomon Islands,2017,377,643634,20458,69.9882,1.84%,2.47%,3.58%,45399.02898,None,33.52835448,Y
SLB,Oceania,Solomon Islands,2018,371,659249,20608,70.1733,1.80%,2.43%,7.92%,48996.59299,None,34.22832548,Y
SLB,Oceania,Solomon Islands,2019,364,674993,20791,70.3821,1.75%,2.39%,-2.59%,47727.13489,None,34.49241301,Y
CPV,Africa,Cabo Verde,2020,127,582640,10008,74.8077,1.27%,0.97%,-12.40%,6348.832318,11840,79.11569269,N
SOM,Africa,Somalia,2016,47597,14292847,657011,55.0444,7.24%,None,N/A,389.8220615,None,35.06461277,Y
SOM,Africa,Somalia,2017,47359,14864221,674938,55.6536,7.02%,4.00%,-1.37%,384.4634014,None,36.10926412,Y
SOM,Africa,Somalia,2018,47110,15411093.5,692627,56.3754,6.80%,3.68%,1.40%,389.8313955,None,37.16507321,Y
SOM,Africa,Somalia,2019,46992,15981300.5,711293,57.0776,6.61%,3.70%,7.58%,419.3948077,None,38.23090498,Y
KIR,Oceania,Kiribati,2020,126,126463.5,3500,67.2659,3.60%,1.79%,0.11%,1514.591059,#N/A,45.57596312,N
ZAF,Africa,South Africa,2016,33356,56422273.5,1151026,64.7469,2.90%,None,N/A,5765.200762,None,74.84761764,Y
ZAF,Africa,South Africa,2017,32777,56641209.5,1169583,65.402,2.80%,0.39%,9.15%,6292.543629,None,75.77086841,Y
ZAF,Africa,South Africa,2018,31810,57339635,1212008,65.6743,2.62%,1.23%,15.25%,7252.401858,None,76.68318836,Y
ZAF,Africa,South Africa,2019,30937,58087055,1235776,66.175,2.50%,1.30%,2.27%,7417.203649,None,77.58447964,Y
MKD,Europe,North Macedonia,2020,114,2111071.5,20295,75.1677,0.56%,-0.15%,-6.18%,20182.5845,83329,98.32787804,N
SSD,Africa,South Sudan,2016,24030,11066105,400446,55.5437,6.00%,None,N/A,5765.200762,None,12.02580994,Y
SSD,Africa,South Sudan,2017,24128,10658225.5,358732,55.3094,6.73%,-3.69%,9.15%,6292.543629,None,13.21072473,Y
SSD,Africa,South Sudan,2018,24203,10395329.5,317641,55.9495,7.62%,-2.47%,15.25%,7252.401858,None,14.45063554,Y
SSD,Africa,South Sudan,2019,24285,10447666,303490,55.912,8.00%,0.50%,2.27%,7417.203649,None,15.74727802,Y
NOR,Europe,Norway,2020,107,5379839,53588,83.1951,0.20%,0.59%,-6.18%,20182.5845,49567,98.05107359,N
ESP,Europe,Spain,2016,1128,46473315,407102,83.0411,0.28%,None,N/A,5765.200762,None,99.90428432,Y
ESP,Europe,Spain,2017,1099,46584169.5,389062,83.0295,0.28%,0.24%,9.15%,6292.543629,None,99.90423092,Y
ESP,Europe,Spain,2018,1077,46792043,367754,83.1436,0.29%,0.45%,15.25%,7252.401858,None,99.90394689,Y
ESP,Europe,Spain,2019,1059,47131372,354681,83.5321,0.30%,0.73%,2.27%,7417.203649,None,99.90365719,Y
FIN,Europe,Finland,2020,93,5529468,46241,81.8657,0.20%,0.14%,1.09%,49160.83715,36422,99.44792539,N
LKA,Asia,Sri Lanka,2016,2434,21425494,332739,75.3314,0.73%,None,N/A,5765.200762,None,91.70315408,Y
LKA,Asia,Sri Lanka,2017,2292,21506812.5,326988,75.4035,0.70%,0.38%,9.15%,6292.543629,None,92.677305,Y
LKA,Asia,Sri Lanka,2018,2167,21580710,320196,75.748,0.68%,0.34%,15.25%,7252.401858,None,93.6556322,Y
LKA,Asia,Sri Lanka,2019,2051,21649664,315324,76.0084,0.65%,0.32%,2.27%,7417.203649,None,93.65439649,Y
SGP,Asia,Singapore,2020,92,5909869.5,41375,82.861,0.22%,0.74%,-4.63%,45515.7577,58599,100,N
PSE,Asia,State of Palestine,2016,2260,4593848,147006,74.5544,1.54%,None,N/A,5765.200762,None,96.69453127,Y
PSE,Asia,State of Palestine,2017,2201,4700946.5,145989,74.8329,1.51%,2.33%,9.15%,6292.543629,None,97.16650764,Y
PSE,Asia,State of Palestine,2018,2139,4805546.5,145148,74.793,1.47%,2.23%,15.25%,7252.401858,None,97.63775146,Y
PSE,Asia,State of Palestine,2019,2087,4909774.5,145039,75.2406,1.44%,2.17%,2.27%,7417.203649,None,98.10824376,Y
STP,Africa,Sao Tome and Principe,2020,86,218641,6218,67.7848,1.38%,1.88%,-4.13%,786.3018148,1014,47.62107761,N
SDN,Africa,Sudan,2016,57170,39377169,1417640,64.7801,4.03%,None,N/A,21678.35947,None,36.48562577,Y
SDN,Africa,Sudan,2017,56439,40679828,1447974,65.4447,3.90%,3.31%,8.47%,23514.02546,None,36.57503214,Y
SDN,Africa,Sudan,2018,55777,41999059,1478916,65.681,3.77%,3.24%,11.07%,26116.85636,None,36.67269614,Y
SDN,Africa,Sudan,2019,55181,43232093,1506276,65.8755,3.66%,2.94%,-0.67%,25942.95477,None,36.77826091,Y
BLZ,North America,Belize,2020,80,394920.5,7060,72.854,1.13%,1.50%,-19.98%,3987.796596,10776,88.21427557,N
SUR,South America,Suriname,2016,190,581453,11005,71.5924,1.73%,None,N/A,21678.35947,None,87.1630069,Y
SUR,South America,Suriname,2017,184,587559.5,11031,72.417,1.67%,1.05%,8.47%,23514.02546,None,87.85308627,Y
SUR,South America,Suriname,2018,178,593714.5,11038,72.5532,1.61%,1.05%,11.07%,26116.85636,None,88.54872177,Y
SUR,South America,Suriname,2019,172,600300.5,11049,72.2423,1.56%,1.11%,-0.67%,25942.95477,None,89.24914322,Y
LTU,Europe,Lithuania,2020,75,2820266.5,27494,75.0676,0.27%,-1.01%,-6.18%,20182.5845,145052,93.93707198,N
SWE,Europe,Sweden,2016,269,9953317,117061,82.3391,0.23%,None,N/A,51965.15715,None,99.27900746,Y
SWE,Europe,Sweden,2017,266,10058190,115038,82.4382,0.23%,1.05%,3.51%,53791.50873,None,99.28966239,Y
SWE,Europe,Sweden,2018,263,10162298,114949,82.5326,0.23%,1.04%,1.48%,54589.06039,None,99.28848273,Y
SWE,Europe,Sweden,2019,259,10267921.5,114109,83.0524,0.23%,1.04%,-4.85%,51939.42974,None,99.28733736,Y
WSM,Oceania,Samoa,2020,70,214929.5,5952,72.7677,1.18%,1.43%,-4.13%,786.3018148,2,96.76586368,N
CHE,Europe,Switzerland,2016,317,8372898,86933,83.4452,0.36%,None,N/A,15740.11063,None,99.89829607,Y
CHE,Europe,Switzerland,2017,316,8451687,86659,83.4125,0.36%,0.94%,4.30%,16416.72607,None,99.89987358,Y
CHE,Europe,Switzerland,2018,314,8514434,87004,83.5615,0.36%,0.74%,3.01%,16910.66792,None,99.89987362,Y
CHE,Europe,Switzerland,2019,313,8575588.5,85930,83.7802,0.36%,0.72%,2.02%,17252.02078,None,99.89987367,Y
LVA,Europe,Latvia,2020,68,1897052,17545,75.4526,0.39%,-1.02%,-0.19%,2608.982833,40904,92.42436928,N
SYR,Asia,Syrian Arab Republic,2016,11303,18964252,359024,65.9933,3.15%,None,N/A,713.029204,None,90.05918385,Y
SYR,Asia,Syrian Arab Republic,2017,8252,18983373,355205,68.4811,2.32%,0.10%,34.05%,955.836559,None,89.9790253,Y
SYR,Asia,Syrian Arab Republic,2018,8095,19333463,346305,70.145,2.34%,1.84%,32.41%,1265.60619,None,89.89132051,Y
SYR,Asia,Syrian Arab Republic,2019,7787,20098251.5,374942,71.8224,2.08%,3.96%,#VALUE!,N/A,None,89.79611461,Y
BRN,Asia,Brunei Darussalam,2020,60,441725,6259,74.7949,0.96%,0.84%,-11.72%,27442.95383,157,0,N
TJK,Asia,Tajikistan,2016,8691,8725318.5,263837,69.5493,3.29%,None,N/A,7677.406606,None,95.68754374,Y
TJK,Asia,Tajikistan,2017,8526,8925525,258372,69.9047,3.30%,2.29%,11.53%,8562.533645,None,96.05746346,Y
TJK,Asia,Tajikistan,2018,8347,9128132.5,262049,70.3532,3.19%,2.27%,3.66%,8876.157251,None,96.42603249,Y
TJK,Asia,Tajikistan,2019,8115,9337003,264052,70.8674,3.07%,2.29%,1.69%,9026.080646,None,96.77255849,Y
BHS,North America,Bahamas,2020,57,406471.5,4670,72.6766,1.22%,0.47%,-11.98%,4229.910649,7871,0,N
THA,Asia,Thailand,2016,6543,70607037,723924,78.0489,0.90%,None,N/A,7677.406606,None,97.45533132,Y
THA,Asia,Thailand,2017,6178,70898202.5,707256,78.3939,0.87%,0.41%,11.53%,8562.533645,None,97.79090683,Y
THA,Asia,Thailand,2018,5834,71127802,687154,78.6622,0.85%,0.32%,3.66%,8876.157251,None,98.12521791,Y
THA,Asia,Thailand,2019,5503,71307763,668571,78.9751,0.82%,0.25%,1.69%,9026.080646,None,98.42052549,Y
FSM,Oceania,Micronesia (Federated States of),2020,54,112106.5,2343,70.674,2.30%,0.65%,-6.18%,20182.5845,#N/A,0,N
TUR,Asia,The Republic of Turkey,2016,13709,81019394.5,1433893,76.6605,0.96%,None,N/A,7677.406606,None,97.0135929,Y
TUR,Asia,The Republic of Turkey,2017,12875,82089826.5,1427883,77.1408,0.90%,1.32%,11.53%,8562.533645,None,97.5860011,Y
TUR,Asia,The Republic of Turkey,2018,12068,82809304.5,1366595,77.5631,0.88%,0.88%,3.66%,8876.157251,None,98.14568658,Y
TUR,Asia,The Republic of Turkey,2019,11297,83481684,1303201,77.8318,0.87%,0.81%,1.69%,9026.080646,None,98.69299276,Y
LCA,North America,Saint Lucia,2020,47,179236.5,2091,73.416,2.25%,0.37%,-4.13%,786.3018148,353,83.36810833,N
TLS,Asia,Timor-Leste,2016,1466,1224562,33157,67.4461,4.42%,None,N/A,7677.406606,None,52.4360033,Y
TLS,Asia,Timor-Leste,2017,1449,1243235,33001,67.7454,4.39%,1.52%,11.53%,8562.533645,None,53.52642123,Y
TLS,Asia,Timor-Leste,2018,1429,1261845.5,32777,68.0167,4.36%,1.50%,3.66%,8876.157251,None,54.61515807,Y
TLS,Asia,Timor-Leste,2019,1409,1280437.5,32733,68.2684,4.30%,1.47%,1.69%,9026.080646,None,55.69136356,Y
MDV,Asia,Maldives,2020,38,514438,7490,79.8747,0.51%,1.97%,-6.18%,20182.5845,13757,99.15533568,N
TGO,Africa,Togo,2016,12467,7661353.5,261322,59.5501,4.77%,None,N/A,803.1518934,None,16.71431724,Y
TGO,Africa,Togo,2017,12270,7852795,264363,60.1544,4.64%,2.50%,3.44%,830.7452767,None,17.28824398,Y
TGO,Africa,Togo,2018,12077,8046679,267100,60.244,4.52%,2.47%,8.52%,901.5230169,None,17.87316737,Y
TGO,Africa,Togo,2019,11889,8243094.5,270073,60.9011,4.40%,2.44%,-0.91%,893.3524541,None,18.46905629,Y
BRB,North America,Barbados,2020,35,280693,3048,77.3929,1.15%,0.18%,-27.18%,24665.09683,383,98.09246231,N
TKL,Oceania,Tokelau,2016,#N/A,1426.5,25,74.8174,#N/A,None,N/A,1538.244417,None,#N/A,Y
TKL,Oceania,Tokelau,2017,#N/A,1486,24,74.8957,#N/A,4.17%,5.51%,1622.982614,None,#N/A,Y
TKL,Oceania,Tokelau,2018,#N/A,1621,28,74.9972,#N/A,9.08%,-0.99%,1606.863419,None,#N/A,Y
TKL,Oceania,Tokelau,2019,#N/A,1752,31,75.0764,#N/A,8.08%,0.75%,1618.920771,None,#N/A,Y
MHL,Oceania,Marshall Islands,2020,35,43413.5,887,64.977,3.95%,-2.94%,-6.18%,20182.5845,4,84.15036532,N
TON,Oceania,Tonga,2016,27,105707.5,2621,70.661,1.03%,None,N/A,1538.244417,None,93.25737804,Y
TON,Oceania,Tonga,2017,27,105415,2556,70.7133,1.06%,-0.28%,5.51%,1622.982614,None,93.17944513,Y
TON,Oceania,Tonga,2018,26,105150.5,2508,70.7787,1.04%,-0.25%,-0.99%,1606.863419,None,93.0929125,Y
TON,Oceania,Tonga,2019,25,104950.5,2480,70.8715,1.01%,-0.19%,0.75%,1618.920771,None,92.9975705,Y
SVN,Europe,Slovenia,2020,34,2117641,19126,80.4409,0.18%,0.22%,-4.63%,45515.7577,122152,98.09979585,N
TTO,North America,Trinidad and Tobago,2016,318,1469329.5,19529,74.281,1.63%,None,N/A,16241.41096,None,93.68607458,Y
TTO,North America,Trinidad and Tobago,2017,302,1478607,19076,74.2301,1.58%,0.63%,3.12%,16747.9067,None,93.8006428,Y
TTO,North America,Trinidad and Tobago,2018,287,1504709,18670,73.8018,1.54%,1.77%,2.34%,17139.18567,None,93.91521101,Y
TTO,North America,Trinidad and Tobago,2019,272,1519955,18904,74.2279,1.44%,1.01%,-0.09%,17123.11629,None,93.91521101,Y
DMA,North America,Dominica,2020,31,71994.5,957,73.649,3.24%,0.79%,-17.11%,3306.858208,88,0,N
TUN,Africa,Tunisia,2016,3062,11685667.5,219666,75.7861,1.39%,None,N/A,3924.349092,None,93.18816534,Y
TUN,Africa,Tunisia,2017,3030,11811443,217515,75.8448,1.39%,1.08%,-6.03%,3687.780316,None,94.25250377,Y
TUN,Africa,Tunisia,2018,2981,11933041.5,211807,75.9501,1.41%,1.03%,0.08%,3690.896932,None,95.31562708,Y
TUN,Africa,Tunisia,2019,2911,12049313.5,207571,75.9933,1.40%,0.97%,-3.22%,3571.945048,None,96.37657143,Y
CYP,Europe,Cyprus,2020,27,1237537,13081,81.3905,0.21%,0.71%,-5.22%,27681.56641,22346,99.39596129,N
TKM,Asia,Turkmenistan,2016,5247,5868561.5,149315,68.7774,3.51%,None,N/A,966.5029907,None,97.79566042,Y
TKM,Asia,Turkmenistan,2017,5226,5968383,147211,68.9158,3.55%,1.70%,3.97%,1004.906616,None,98.19457481,Y
TKM,Asia,Turkmenistan,2018,5148,6065066,144719,68.7963,3.56%,1.62%,3.77%,1042.838745,None,98.59667755,Y
